,Human Weight,Ball Weight,Number of Points,Minimum Cost - Our Algorithm,Minimum Cost - Shortest Distance,Distance of Path - Our Algorithm,Shortest Distance,Algorithm Path,SD Path,Cost Savings,Time to Calculate (seconds),Point 0,Point 1,Point 2,Point 3,Point 4,Point 5,Point 6,Point 7,Point 8,Point 9,Point 10,Point 11
821,130,72.5,10,14815.876,15667.592,38.848,37.022,"[[0, 0], [4, 10], [10, 7], [10, 6], [7, 5], [8, 1], [7, 0], [5, 2], [5, 3], [2, 1], [0, 2], [0, 0]]","[[0, 0], [0, 2], [4, 10], [10, 7], [10, 6], [7, 5], [8, 1], [7, 0], [5, 2], [5, 3], [2, 1], [0, 0]]",851.716,122.3373,"[0, 0]","[4, 10]","[10, 7]","[10, 6]","[7, 5]","[8, 1]","[7, 0]","[5, 2]","[5, 3]","[2, 1]","[0, 2]","[0, 0]"
822,120,62.5,5,5707.777,6441.886,25.083,25.003,"[[0, 0], [10, 0], [10, 2], [4, 3], [4, 2], [0, 2], [0, 0]]","[[0, 0], [4, 2], [10, 0], [10, 2], [4, 3], [0, 2], [0, 0]]",734.109,1.4367,"[0, 0]","[10, 0]","[10, 2]","[4, 3]","[4, 2]","[0, 2]","[0, 0]",,,,,
823,160,40.0,10,10333.797,10333.797,29.77,29.77,"[[0, 0], [5, 2], [7, 4], [9, 4], [7, 7], [7, 8], [5, 8], [3, 7], [5, 6], [5, 4], [3, 3], [0, 0]]","[[0, 0], [5, 2], [7, 4], [9, 4], [7, 7], [7, 8], [5, 8], [3, 7], [5, 6], [5, 4], [3, 3], [0, 0]]",-0.0,129.3835,"[0, 0]","[5, 2]","[7, 4]","[9, 4]","[7, 7]","[7, 8]","[5, 8]","[3, 7]","[5, 6]","[5, 4]","[3, 3]","[0, 0]"
824,50,17.5,4,1953.872,1953.872,25.621,25.621,"[[0, 0], [8, 3], [5, 8], [4, 4], [0, 3], [0, 0]]","[[0, 0], [8, 3], [5, 8], [4, 4], [0, 3], [0, 0]]",0.0,1.1044,"[0, 0]","[8, 3]","[5, 8]","[4, 4]","[0, 3]","[0, 0]",,,,,,
825,60,37.5,3,2563.851,2729.378,26.188,24.459,"[[0, 0], [9, 7], [6, 1], [2, 3], [0, 0]]","[[0, 0], [6, 1], [9, 7], [2, 3], [0, 0]]",165.527,0.0,"[0, 0]","[9, 7]","[6, 1]","[2, 3]","[0, 0]",,,,,,,
826,35,87.5,4,4868.391,4868.391,27.088,27.088,"[[0, 0], [8, 7], [6, 8], [1, 9], [0, 5], [0, 0]]","[[0, 0], [8, 7], [6, 8], [1, 9], [0, 5], [0, 0]]",0.0,0.0,"[0, 0]","[8, 7]","[6, 8]","[1, 9]","[0, 5]","[0, 0]",,,,,,
827,50,17.5,7,2693.618,2693.618,27.817,27.817,"[[0, 0], [3, 9], [8, 8], [6, 5], [6, 5], [7, 4], [7, 4], [6, 4], [0, 0]]","[[0, 0], [3, 9], [8, 8], [6, 5], [6, 5], [7, 4], [7, 4], [6, 4], [0, 0]]",0.0,0.1015,"[0, 0]","[3, 9]","[8, 8]","[6, 5]","[6, 5]","[7, 4]","[7, 4]","[6, 4]","[0, 0]",,,
828,125,15.0,8,5791.547,5791.547,32.659,32.659,"[[0, 0], [0, 5], [3, 4], [4, 7], [4, 10], [8, 4], [7, 0], [4, 0], [0, 0], [0, 0]]","[[0, 0], [0, 5], [3, 4], [4, 7], [4, 10], [8, 4], [7, 0], [4, 0], [0, 0], [0, 0]]",-0.0,0.9938,"[0, 0]","[0, 5]","[3, 4]","[4, 7]","[4, 10]","[8, 4]","[7, 0]","[4, 0]","[0, 0]","[0, 0]",,
829,170,80.0,8,15880.675,15880.675,34.219,34.219,"[[0, 0], [1, 5], [4, 5], [7, 10], [9, 7], [9, 3], [10, 1], [7, 2], [3, 1], [0, 0]]","[[0, 0], [1, 5], [4, 5], [7, 10], [9, 7], [9, 3], [10, 1], [7, 2], [3, 1], [0, 0]]",0.0,0.9852,"[0, 0]","[1, 5]","[4, 5]","[7, 10]","[9, 7]","[9, 3]","[10, 1]","[7, 2]","[3, 1]","[0, 0]",,
830,65,97.5,4,5888.587,6760.72,32.334,29.017,"[[0, 0], [10, 9], [2, 7], [4, 3], [1, 3], [0, 0]]","[[0, 0], [4, 3], [10, 9], [2, 7], [1, 3], [0, 0]]",872.133,0.028,"[0, 0]","[10, 9]","[2, 7]","[4, 3]","[1, 3]","[0, 0]",,,,,,
831,160,27.5,5,6859.811,6859.811,31.926,31.926,"[[0, 0], [3, 10], [9, 9], [9, 6], [9, 4], [4, 0], [0, 0]]","[[0, 0], [3, 10], [9, 9], [9, 6], [9, 4], [4, 0], [0, 0]]",-0.0,0.003,"[0, 0]","[3, 10]","[9, 9]","[9, 6]","[9, 4]","[4, 0]","[0, 0]",,,,,
832,120,2.5,10,4806.417,4806.417,36.54,36.54,"[[0, 0], [1, 4], [3, 8], [4, 6], [9, 7], [10, 4], [10, 1], [8, 1], [7, 4], [3, 3], [3, 1], [0, 0]]","[[0, 0], [1, 4], [3, 8], [4, 6], [9, 7], [10, 4], [10, 1], [8, 1], [7, 4], [3, 3], [3, 1], [0, 0]]",-0.0,118.2594,"[0, 0]","[1, 4]","[3, 8]","[4, 6]","[9, 7]","[10, 4]","[10, 1]","[8, 1]","[7, 4]","[3, 3]","[3, 1]","[0, 0]"
833,75,92.5,10,19797.308,20409.324,44.814,38.531,"[[0, 0], [1, 9], [10, 8], [6, 9], [5, 9], [6, 6], [8, 5], [9, 4], [9, 1], [4, 1], [1, 3], [0, 0]]","[[0, 0], [1, 3], [1, 9], [5, 9], [6, 9], [10, 8], [6, 6], [8, 5], [9, 4], [9, 1], [4, 1], [0, 0]]",612.015,124.0809,"[0, 0]","[1, 9]","[10, 8]","[6, 9]","[5, 9]","[6, 6]","[8, 5]","[9, 4]","[9, 1]","[4, 1]","[1, 3]","[0, 0]"
834,85,15.0,3,3139.485,3139.485,29.783,29.783,"[[0, 0], [1, 9], [9, 9], [5, 5], [0, 0]]","[[0, 0], [1, 9], [9, 9], [5, 5], [0, 0]]",0.0,1.423,"[0, 0]","[1, 9]","[9, 9]","[5, 5]","[0, 0]",,,,,,,
835,55,95.0,4,4519.516,4519.516,22.325,22.325,"[[0, 0], [8, 6], [5, 7], [4, 7], [3, 4], [0, 0]]","[[0, 0], [8, 6], [5, 7], [4, 7], [3, 4], [0, 0]]",0.0,0.001,"[0, 0]","[8, 6]","[5, 7]","[4, 7]","[3, 4]","[0, 0]",,,,,,
836,150,12.5,6,5895.136,5895.136,32.619,32.619,"[[0, 0], [6, 9], [10, 10], [8, 8], [9, 5], [6, 3], [6, 1], [0, 0]]","[[0, 0], [6, 9], [10, 10], [8, 8], [9, 5], [6, 3], [6, 1], [0, 0]]",0.0,0.013,"[0, 0]","[6, 9]","[10, 10]","[8, 8]","[9, 5]","[6, 3]","[6, 1]","[0, 0]",,,,
837,100,2.5,4,1508.399,1508.399,14.616,14.616,"[[0, 0], [6, 4], [3, 3], [3, 3], [2, 2], [0, 0]]","[[0, 0], [6, 4], [3, 3], [3, 3], [2, 2], [0, 0]]",-0.0,0.001,"[0, 0]","[6, 4]","[3, 3]","[3, 3]","[2, 2]","[0, 0]",,,,,,
838,100,7.5,4,2969.597,2969.597,26.401,26.401,"[[0, 0], [8, 7], [9, 4], [8, 0], [7, 1], [0, 0]]","[[0, 0], [8, 7], [9, 4], [8, 0], [7, 1], [0, 0]]",0.0,0.0,"[0, 0]","[8, 7]","[9, 4]","[8, 0]","[7, 1]","[0, 0]",,,,,,
839,40,90.0,9,13757.248,15749.46,38.879,38.399,"[[0, 0], [7, 2], [10, 10], [9, 10], [5, 7], [3, 9], [1, 10], [1, 8], [3, 3], [1, 0], [0, 0]]","[[0, 0], [1, 8], [1, 10], [3, 9], [5, 7], [9, 10], [10, 10], [7, 2], [3, 3], [1, 0], [0, 0]]",1992.211,9.1857,"[0, 0]","[7, 2]","[10, 10]","[9, 10]","[5, 7]","[3, 9]","[1, 10]","[1, 8]","[3, 3]","[1, 0]","[0, 0]",
840,60,5.0,3,2227.44,2227.44,33.192,33.192,"[[0, 0], [10, 1], [10, 10], [7, 7], [0, 0]]","[[0, 0], [10, 1], [10, 10], [7, 7], [0, 0]]",-0.0,0.216,"[0, 0]","[10, 1]","[10, 10]","[7, 7]","[0, 0]",,,,,,,
841,25,47.5,10,9492.566,9552.157,38.39,37.827,"[[0, 0], [8, 0], [8, 4], [7, 5], [9, 9], [8, 10], [7, 9], [6, 6], [5, 7], [0, 8], [0, 5], [0, 0]]","[[0, 0], [8, 0], [8, 4], [7, 5], [6, 6], [9, 9], [8, 10], [7, 9], [5, 7], [0, 8], [0, 5], [0, 0]]",59.591,126.4291,"[0, 0]","[8, 0]","[8, 4]","[7, 5]","[9, 9]","[8, 10]","[7, 9]","[6, 6]","[5, 7]","[0, 8]","[0, 5]","[0, 0]"
842,135,25.0,10,8829.209,8829.209,35.149,35.149,"[[0, 0], [0, 7], [0, 9], [3, 8], [6, 6], [8, 7], [9, 9], [10, 7], [10, 6], [7, 4], [2, 1], [0, 0]]","[[0, 0], [0, 7], [0, 9], [3, 8], [6, 6], [8, 7], [9, 9], [10, 7], [10, 6], [7, 4], [2, 1], [0, 0]]",-0.0,123.5112,"[0, 0]","[0, 7]","[0, 9]","[3, 8]","[6, 6]","[8, 7]","[9, 9]","[10, 7]","[10, 6]","[7, 4]","[2, 1]","[0, 0]"
843,60,7.5,6,2647.331,2834.266,34.872,34.444,"[[0, 0], [8, 0], [9, 10], [5, 10], [6, 7], [4, 5], [1, 0], [0, 0]]","[[0, 0], [4, 5], [6, 7], [5, 10], [9, 10], [8, 0], [1, 0], [0, 0]]",186.935,1.6008,"[0, 0]","[8, 0]","[9, 10]","[5, 10]","[6, 7]","[4, 5]","[1, 0]","[0, 0]",,,,
844,35,15.0,8,3493.929,3520.672,37.656,37.201,"[[0, 0], [2, 4], [3, 9], [8, 9], [9, 10], [10, 5], [5, 4], [7, 0], [4, 0], [0, 0]]","[[0, 0], [2, 4], [5, 4], [3, 9], [8, 9], [9, 10], [10, 5], [7, 0], [4, 0], [0, 0]]",26.743,0.9722,"[0, 0]","[2, 4]","[3, 9]","[8, 9]","[9, 10]","[10, 5]","[5, 4]","[7, 0]","[4, 0]","[0, 0]",,
845,70,30.0,3,3395.317,3432.074,31.849,29.893,"[[0, 0], [10, 9], [7, 5], [1, 7], [0, 0]]","[[0, 0], [7, 5], [10, 9], [1, 7], [0, 0]]",36.758,0.024,"[0, 0]","[10, 9]","[7, 5]","[1, 7]","[0, 0]",,,,,,,
846,195,12.5,7,8093.122,8093.122,35.357,35.357,"[[0, 0], [1, 10], [4, 7], [9, 9], [10, 8], [8, 5], [7, 2], [1, 1], [0, 0]]","[[0, 0], [1, 10], [4, 7], [9, 9], [10, 8], [8, 5], [7, 2], [1, 1], [0, 0]]",0.0,0.0925,"[0, 0]","[1, 10]","[4, 7]","[9, 9]","[10, 8]","[8, 5]","[7, 2]","[1, 1]","[0, 0]",,,
847,150,40.0,10,10908.622,10908.622,37.318,37.318,"[[0, 0], [9, 0], [9, 3], [10, 10], [5, 8], [5, 8], [4, 8], [6, 5], [5, 4], [4, 2], [3, 2], [0, 0]]","[[0, 0], [9, 0], [9, 3], [10, 10], [5, 8], [5, 8], [4, 8], [6, 5], [5, 4], [4, 2], [3, 2], [0, 0]]",0.0,123.9251,"[0, 0]","[9, 0]","[9, 3]","[10, 10]","[5, 8]","[5, 8]","[4, 8]","[6, 5]","[5, 4]","[4, 2]","[3, 2]","[0, 0]"
848,155,22.5,6,5407.575,5795.353,27.049,26.093,"[[0, 0], [8, 6], [5, 5], [1, 8], [0, 7], [0, 4], [1, 2], [0, 0]]","[[0, 0], [1, 2], [5, 5], [8, 6], [1, 8], [0, 7], [0, 4], [0, 0]]",387.778,0.9752,"[0, 0]","[8, 6]","[5, 5]","[1, 8]","[0, 7]","[0, 4]","[1, 2]","[0, 0]",,,,
849,55,20.0,6,3437.696,3729.205,35.053,34.786,"[[0, 0], [6, 10], [10, 8], [10, 3], [8, 0], [6, 3], [2, 1], [0, 0]]","[[0, 0], [8, 0], [10, 3], [10, 8], [6, 10], [6, 3], [2, 1], [0, 0]]",291.509,0.018,"[0, 0]","[6, 10]","[10, 8]","[10, 3]","[8, 0]","[6, 3]","[2, 1]","[0, 0]",,,,
850,115,20.0,5,3456.953,3516.045,23.597,23.196,"[[0, 0], [8, 5], [7, 7], [2, 6], [2, 2], [1, 1], [0, 0]]","[[0, 0], [2, 6], [7, 7], [8, 5], [2, 2], [1, 1], [0, 0]]",59.093,0.002,"[0, 0]","[8, 5]","[7, 7]","[2, 6]","[2, 2]","[1, 1]","[0, 0]",,,,,
851,105,77.5,8,14741.747,14741.747,36.541,36.541,"[[0, 0], [0, 8], [3, 7], [3, 9], [7, 9], [10, 10], [10, 5], [10, 5], [5, 2], [0, 0]]","[[0, 0], [0, 8], [3, 7], [3, 9], [7, 9], [10, 10], [10, 5], [10, 5], [5, 2], [0, 0]]",-0.0,1.1502,"[0, 0]","[0, 8]","[3, 7]","[3, 9]","[7, 9]","[10, 10]","[10, 5]","[10, 5]","[5, 2]","[0, 0]",,
852,150,27.5,3,4548.343,4767.623,26.089,25.999,"[[0, 0], [10, 8], [6, 6], [1, 0], [0, 0]]","[[0, 0], [6, 6], [10, 8], [1, 0], [0, 0]]",219.281,0.014,"[0, 0]","[10, 8]","[6, 6]","[1, 0]","[0, 0]",,,,,,,
853,100,50.0,3,5197.643,5197.643,30.44,30.44,"[[0, 0], [8, 10], [9, 9], [9, 2], [0, 0]]","[[0, 0], [8, 10], [9, 9], [9, 2], [0, 0]]",-0.0,0.0,"[0, 0]","[8, 10]","[9, 9]","[9, 2]","[0, 0]",,,,,,,
854,105,47.5,7,6784.48,6947.251,28.164,27.091,"[[0, 0], [7, 4], [4, 10], [4, 10], [3, 7], [3, 6], [4, 5], [5, 4], [0, 0]]","[[0, 0], [5, 4], [7, 4], [4, 10], [4, 10], [3, 7], [3, 6], [4, 5], [0, 0]]",162.771,0.1085,"[0, 0]","[7, 4]","[4, 10]","[4, 10]","[3, 7]","[3, 6]","[4, 5]","[5, 4]","[0, 0]",,,
855,160,22.5,6,6225.052,6301.198,30.128,28.897,"[[0, 0], [3, 6], [10, 8], [6, 1], [6, 1], [3, 3], [1, 2], [0, 0]]","[[0, 0], [6, 1], [6, 1], [10, 8], [3, 6], [3, 3], [1, 2], [0, 0]]",76.147,0.029,"[0, 0]","[3, 6]","[10, 8]","[6, 1]","[6, 1]","[3, 3]","[1, 2]","[0, 0]",,,,
856,40,60.0,9,6853.63,7375.524,26.841,25.427,"[[0, 0], [4, 2], [8, 4], [6, 6], [3, 8], [2, 8], [1, 5], [0, 4], [1, 2], [2, 1], [0, 0]]","[[0, 0], [2, 1], [4, 2], [8, 4], [6, 6], [3, 8], [2, 8], [1, 5], [0, 4], [1, 2], [0, 0]]",521.893,11.8034,"[0, 0]","[4, 2]","[8, 4]","[6, 6]","[3, 8]","[2, 8]","[1, 5]","[0, 4]","[1, 2]","[2, 1]","[0, 0]",
857,90,92.5,4,7912.861,9336.627,34.338,34.336,"[[0, 0], [0, 10], [10, 7], [5, 4], [3, 5], [0, 0]]","[[0, 0], [5, 4], [10, 7], [0, 10], [3, 5], [0, 0]]",1423.766,0.179,"[0, 0]","[0, 10]","[10, 7]","[5, 4]","[3, 5]","[0, 0]",,,,,,
858,115,27.5,5,4601.407,4762.662,28.517,26.75,"[[0, 0], [2, 9], [8, 3], [7, 2], [3, 2], [1, 3], [0, 0]]","[[0, 0], [1, 3], [2, 9], [8, 3], [7, 2], [3, 2], [0, 0]]",161.255,0.001,"[0, 0]","[2, 9]","[8, 3]","[7, 2]","[3, 2]","[1, 3]","[0, 0]",,,,,
859,180,95.0,5,8539.48,8539.48,24.758,24.758,"[[0, 0], [7, 5], [10, 6], [9, 3], [4, 0], [0, 0], [0, 0]]","[[0, 0], [7, 5], [10, 6], [9, 3], [4, 0], [0, 0], [0, 0]]",-0.0,0.002,"[0, 0]","[7, 5]","[10, 6]","[9, 3]","[4, 0]","[0, 0]","[0, 0]",,,,,
860,70,2.5,5,2685.433,2685.433,35.679,35.679,"[[0, 0], [8, 1], [8, 10], [6, 9], [0, 10], [1, 2], [0, 0]]","[[0, 0], [8, 1], [8, 10], [6, 9], [0, 10], [1, 2], [0, 0]]",0.0,0.002,"[0, 0]","[8, 1]","[8, 10]","[6, 9]","[0, 10]","[1, 2]","[0, 0]",,,,,
861,125,82.5,5,8350.8,8350.8,29.396,29.396,"[[0, 0], [0, 7], [8, 7], [10, 5], [7, 2], [1, 0], [0, 0]]","[[0, 0], [0, 7], [8, 7], [10, 5], [7, 2], [1, 0], [0, 0]]",0.0,0.002,"[0, 0]","[0, 7]","[8, 7]","[10, 5]","[7, 2]","[1, 0]","[0, 0]",,,,,
862,70,27.5,7,3715.823,4034.349,27.447,24.912,"[[0, 0], [2, 6], [9, 6], [6, 2], [5, 1], [5, 1], [1, 3], [1, 2], [0, 0]]","[[0, 0], [5, 1], [5, 1], [6, 2], [9, 6], [2, 6], [1, 3], [1, 2], [0, 0]]",318.526,0.1185,"[0, 0]","[2, 6]","[9, 6]","[6, 2]","[5, 1]","[5, 1]","[1, 3]","[1, 2]","[0, 0]",,,
863,195,72.5,9,17226.994,17226.994,36.376,36.376,"[[0, 0], [0, 7], [0, 10], [3, 10], [8, 8], [7, 5], [7, 0], [5, 2], [5, 3], [4, 3], [0, 0]]","[[0, 0], [0, 7], [0, 10], [3, 10], [8, 8], [7, 5], [7, 0], [5, 2], [5, 3], [4, 3], [0, 0]]",-0.0,11.3941,"[0, 0]","[0, 7]","[0, 10]","[3, 10]","[8, 8]","[7, 5]","[7, 0]","[5, 2]","[5, 3]","[4, 3]","[0, 0]",
864,175,50.0,10,13348.816,14093.008,36.219,34.976,"[[0, 0], [10, 4], [6, 6], [5, 8], [5, 10], [4, 9], [3, 10], [2, 7], [0, 7], [1, 6], [2, 1], [0, 0]]","[[0, 0], [2, 1], [10, 4], [6, 6], [5, 8], [5, 10], [4, 9], [3, 10], [2, 7], [0, 7], [1, 6], [0, 0]]",744.193,122.8294,"[0, 0]","[10, 4]","[6, 6]","[5, 8]","[5, 10]","[4, 9]","[3, 10]","[2, 7]","[0, 7]","[1, 6]","[2, 1]","[0, 0]"
865,65,47.5,10,8505.857,8539.24,35.789,35.111,"[[0, 0], [7, 0], [8, 5], [8, 10], [6, 7], [3, 9], [4, 8], [4, 7], [2, 5], [0, 4], [0, 3], [0, 0]]","[[0, 0], [7, 0], [8, 5], [6, 7], [8, 10], [3, 9], [4, 8], [4, 7], [2, 5], [0, 4], [0, 3], [0, 0]]",33.383,122.1441,"[0, 0]","[7, 0]","[8, 5]","[8, 10]","[6, 7]","[3, 9]","[4, 8]","[4, 7]","[2, 5]","[0, 4]","[0, 3]","[0, 0]"
866,40,45.0,3,1741.825,1741.825,24.837,24.837,"[[0, 0], [7, 10], [0, 2], [0, 2], [0, 0]]","[[0, 0], [7, 10], [0, 2], [0, 2], [0, 0]]",-0.0,1.4172,"[0, 0]","[7, 10]","[0, 2]","[0, 2]","[0, 0]",,,,,,,
867,155,80.0,6,12704.923,12986.008,37.516,34.77,"[[0, 0], [10, 9], [8, 9], [0, 10], [0, 9], [4, 6], [4, 3], [0, 0]]","[[0, 0], [0, 9], [0, 10], [8, 9], [10, 9], [4, 6], [4, 3], [0, 0]]",281.085,0.011,"[0, 0]","[10, 9]","[8, 9]","[0, 10]","[0, 9]","[4, 6]","[4, 3]","[0, 0]",,,,
868,50,62.5,10,14328.404,14781.43,49.844,42.924,"[[0, 0], [10, 4], [9, 10], [0, 10], [2, 8], [4, 8], [3, 5], [7, 5], [7, 3], [7, 1], [7, 0], [0, 0]]","[[0, 0], [3, 5], [2, 8], [0, 10], [4, 8], [9, 10], [10, 4], [7, 5], [7, 3], [7, 1], [7, 0], [0, 0]]",453.025,123.6234,"[0, 0]","[10, 4]","[9, 10]","[0, 10]","[2, 8]","[4, 8]","[3, 5]","[7, 5]","[7, 3]","[7, 1]","[7, 0]","[0, 0]"
869,75,55.0,5,5722.174,5903.492,30.803,30.139,"[[0, 0], [7, 7], [9, 10], [3, 10], [3, 9], [2, 1], [0, 0]]","[[0, 0], [3, 9], [3, 10], [9, 10], [7, 7], [2, 1], [0, 0]]",181.319,1.3608,"[0, 0]","[7, 7]","[9, 10]","[3, 10]","[3, 9]","[2, 1]","[0, 0]",,,,,
870,100,82.5,6,7854.451,8023.047,25.124,24.991,"[[0, 0], [6, 5], [6, 7], [4, 10], [4, 8], [3, 8], [0, 2], [0, 0]]","[[0, 0], [6, 5], [6, 7], [4, 8], [4, 10], [3, 8], [0, 2], [0, 0]]",168.596,0.012,"[0, 0]","[6, 5]","[6, 7]","[4, 10]","[4, 8]","[3, 8]","[0, 2]","[0, 0]",,,,
871,145,2.5,3,3030.036,3030.036,20.553,20.553,"[[0, 0], [4, 9], [3, 4], [3, 2], [0, 0]]","[[0, 0], [4, 9], [3, 4], [3, 2], [0, 0]]",-0.0,0.0,"[0, 0]","[4, 9]","[3, 4]","[3, 2]","[0, 0]",,,,,,,
872,190,95.0,8,17812.269,18381.134,37.201,34.98,"[[0, 0], [5, 9], [10, 6], [10, 2], [9, 4], [7, 4], [5, 6], [1, 5], [2, 4], [0, 0]]","[[0, 0], [7, 4], [10, 2], [9, 4], [10, 6], [5, 9], [5, 6], [1, 5], [2, 4], [0, 0]]",568.864,0.9217,"[0, 0]","[5, 9]","[10, 6]","[10, 2]","[9, 4]","[7, 4]","[5, 6]","[1, 5]","[2, 4]","[0, 0]",,
873,195,90.0,6,11092.808,11364.468,29.061,26.227,"[[0, 0], [9, 6], [7, 3], [5, 2], [0, 6], [0, 6], [0, 3], [0, 0]]","[[0, 0], [5, 2], [7, 3], [9, 6], [0, 6], [0, 6], [0, 3], [0, 0]]",271.66,0.034,"[0, 0]","[9, 6]","[7, 3]","[5, 2]","[0, 6]","[0, 6]","[0, 3]","[0, 0]",,,,
874,55,55.0,8,5953.825,6796.924,32.199,31.369,"[[0, 0], [2, 10], [9, 8], [7, 8], [5, 6], [4, 7], [1, 4], [0, 2], [0, 2], [0, 0]]","[[0, 0], [5, 6], [9, 8], [7, 8], [4, 7], [2, 10], [1, 4], [0, 2], [0, 2], [0, 0]]",843.1,0.9809,"[0, 0]","[2, 10]","[9, 8]","[7, 8]","[5, 6]","[4, 7]","[1, 4]","[0, 2]","[0, 2]","[0, 0]",,
875,110,95.0,5,9719.693,9719.693,29.163,29.163,"[[0, 0], [2, 10], [4, 9], [4, 7], [6, 4], [7, 0], [0, 0]]","[[0, 0], [2, 10], [4, 9], [4, 7], [6, 4], [7, 0], [0, 0]]",-0.0,0.017,"[0, 0]","[2, 10]","[4, 9]","[4, 7]","[6, 4]","[7, 0]","[0, 0]",,,,,
876,130,62.5,6,7318.013,8302.245,29.383,28.485,"[[0, 0], [10, 8], [7, 4], [7, 4], [8, 1], [6, 1], [1, 1], [0, 0]]","[[0, 0], [6, 1], [8, 1], [10, 8], [7, 4], [7, 4], [1, 1], [0, 0]]",984.232,0.013,"[0, 0]","[10, 8]","[7, 4]","[7, 4]","[8, 1]","[6, 1]","[1, 1]","[0, 0]",,,,
877,90,87.5,3,6786.793,6786.793,32.418,32.418,"[[0, 0], [10, 2], [4, 9], [0, 9], [0, 0]]","[[0, 0], [10, 2], [4, 9], [0, 9], [0, 0]]",0.0,0.0,"[0, 0]","[10, 2]","[4, 9]","[0, 9]","[0, 0]",,,,,,,
878,70,55.0,7,6451.468,6451.468,31.89,31.89,"[[0, 0], [0, 10], [3, 8], [4, 10], [7, 9], [5, 2], [2, 0], [0, 0], [0, 0]]","[[0, 0], [0, 10], [3, 8], [4, 10], [7, 9], [5, 2], [2, 0], [0, 0], [0, 0]]",0.0,0.1005,"[0, 0]","[0, 10]","[3, 8]","[4, 10]","[7, 9]","[5, 2]","[2, 0]","[0, 0]","[0, 0]",,,
879,145,95.0,6,10584.475,10714.253,26.857,25.543,"[[0, 0], [7, 0], [4, 0], [2, 5], [3, 7], [1, 6], [0, 6], [0, 0]]","[[0, 0], [4, 0], [7, 0], [2, 5], [3, 7], [1, 6], [0, 6], [0, 0]]",129.778,0.012,"[0, 0]","[7, 0]","[4, 0]","[2, 5]","[3, 7]","[1, 6]","[0, 6]","[0, 0]",,,,
880,35,70.0,4,3836.907,3836.907,27.893,27.893,"[[0, 0], [6, 10], [6, 6], [8, 4], [3, 0], [0, 0]]","[[0, 0], [6, 10], [6, 6], [8, 4], [3, 0], [0, 0]]",-0.0,0.001,"[0, 0]","[6, 10]","[6, 6]","[8, 4]","[3, 0]","[0, 0]",,,,,,
881,65,92.5,4,4937.107,4937.107,23.848,23.848,"[[0, 0], [6, 5], [1, 9], [2, 6], [2, 4], [0, 0]]","[[0, 0], [6, 5], [1, 9], [2, 6], [2, 4], [0, 0]]",0.0,0.0,"[0, 0]","[6, 5]","[1, 9]","[2, 6]","[2, 4]","[0, 0]",,,,,,
882,55,60.0,6,8199.496,8199.496,35.459,35.459,"[[0, 0], [9, 4], [9, 7], [10, 10], [6, 9], [3, 8], [0, 9], [0, 0]]","[[0, 0], [9, 4], [9, 7], [10, 10], [6, 9], [3, 8], [0, 9], [0, 0]]",0.0,0.0115,"[0, 0]","[9, 4]","[9, 7]","[10, 10]","[6, 9]","[3, 8]","[0, 9]","[0, 0]",,,,
883,175,90.0,5,9686.526,9686.526,28.314,28.314,"[[0, 0], [6, 2], [9, 9], [6, 8], [0, 4], [0, 1], [0, 0]]","[[0, 0], [6, 2], [9, 9], [6, 8], [0, 4], [0, 1], [0, 0]]",-0.0,0.002,"[0, 0]","[6, 2]","[9, 9]","[6, 8]","[0, 4]","[0, 1]","[0, 0]",,,,,
884,110,60.0,10,16211.271,17037.534,45.803,42.882,"[[0, 0], [0, 10], [6, 10], [10, 10], [10, 10], [10, 2], [9, 1], [7, 0], [5, 6], [5, 6], [3, 4], [0, 0]]","[[0, 0], [7, 0], [9, 1], [10, 2], [10, 10], [10, 10], [6, 10], [0, 10], [5, 6], [5, 6], [3, 4], [0, 0]]",826.263,124.9699,"[0, 0]","[0, 10]","[6, 10]","[10, 10]","[10, 10]","[10, 2]","[9, 1]","[7, 0]","[5, 6]","[5, 6]","[3, 4]","[0, 0]"
885,145,97.5,5,8358.412,8358.412,23.648,23.648,"[[0, 0], [5, 6], [6, 7], [8, 1], [7, 1], [5, 1], [0, 0]]","[[0, 0], [5, 6], [6, 7], [8, 1], [7, 1], [5, 1], [0, 0]]",0.0,0.5239,"[0, 0]","[5, 6]","[6, 7]","[8, 1]","[7, 1]","[5, 1]","[0, 0]",,,,,
886,115,45.0,8,8621.631,9129.034,34.946,32.525,"[[0, 0], [9, 10], [9, 7], [7, 4], [8, 3], [8, 3], [8, 0], [4, 2], [4, 0], [0, 0]]","[[0, 0], [4, 2], [7, 4], [9, 10], [9, 7], [8, 3], [8, 3], [8, 0], [4, 0], [0, 0]]",507.403,1.0775,"[0, 0]","[9, 10]","[9, 7]","[7, 4]","[8, 3]","[8, 3]","[8, 0]","[4, 2]","[4, 0]","[0, 0]",,
887,55,70.0,5,5913.236,5990.24,29.555,28.693,"[[0, 0], [5, 0], [10, 6], [5, 8], [1, 5], [2, 1], [0, 0]]","[[0, 0], [1, 5], [5, 8], [10, 6], [5, 0], [2, 1], [0, 0]]",77.004,0.015,"[0, 0]","[5, 0]","[10, 6]","[5, 8]","[1, 5]","[2, 1]","[0, 0]",,,,,
